Timestamp,Athlete_ID,Heart_Rate,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Speed,Step_Count,Jump_Height,Training_Load
2025-01-01 09:00:00,A003,75.87699427139363,-0.055644712585459985,-0.0025657351973458506,9.717537312893004,0.029670002134817228,-0.12273115783945383,0.08890279064969521,2.7848612682255953,1,0.13050599090751455,46.108640606487334
2025-01-01 09:00:01,A001,70.09667269067027,-0.02345617573428472,-0.010561200402967385,9.772523153099513,0.04442097262338922,-0.019515060839669182,-0.00021749179430985421,2.902824511965519,2,0.18299431333861796,41.83881673294103
2025-01-01 09:00:02,A003,68.71954778428979,-0.0050444180046346,-0.014608609371112044,9.810123775631142,0.0569837346748022,0.04650699042997457,-0.04992092241205119,2.9881718486939954,3,0.21125095053670778,42.53101129190355
2025-01-01 09:00:03,A003,70.49368917773717,0.002221911307906159,-0.015214061693946925,9.832625202796066,0.06630624587358071,0.08082163007181563,-0.06869792634444354,3.0454660111243492,4,0.22092821382085928,39.772249746850036
2025-01-01 09:00:04,A001,74.1671664964974,0.0009741629077533176,-0.01288365696363913,9.842313456902462,0.07133646380424925,0.08891549218819227,-0.06503892873240151,3.0792697319699065,5,0.21767841451014766,45.882797694115965
2025-01-01 09:00:05,A001,78.4880493660557,-0.0061563125006773925,-0.008123494772355813,9.841474560258531,0.07102234605133262,0.07627521088144266,-0.047434354716840016,3.094145743944,6,0.20715386392364862,45.74220182881329
2025-01-01 09:00:06,A003,77.99656488542158,-0.012285740112274375,0.003509581767888351,9.822169878788676,0.053635736051178835,0.01675946373253918,-0.03137550851708948,3.117473982370908,6,0.20461644218156186,46.01521516937252
2025-01-01 09:00:07,A002,81.13011494996033,-0.03540414657176737,0.006037450787227042,9.821256949970726,0.04533634249894262,0.025012701178925296,-0.03304016762179757,3.1134709221252157,7,0.21395926932470066,48.30290015022113
2025-01-01 09:00:08,A003,79.94377599210587,-0.027091330597054316,0.007435575802921476,9.798626116612095,0.024808407879607548,-0.007840831492816225,-0.03254713382466944,3.1629056686394277,7,0.1983490768160461,47.13600235009651
2025-01-01 09:00:09,A003,79.6204183417599,-0.03168648817596773,0.027248144240610075,9.783661174819663,-0.012885038984762426,-0.04747197040026177,-0.0019000123235205597,2.9841841354021845,8,0.18721981083224298,46.91112987541367
2025-01-01 09:00:10,A003,79.6997998750043,-0.017095217189673207,0.027713396676373146,9.775353767973574,-0.031629215549519384,-0.044145549993861846,0.021344307634725945,3.027107954836754,9,0.20022438873600315,48.49293075908182
2025-01-01 09:00:11,A003,76.55846475626511,-0.0037868311490938493,0.04098432843327323,9.780358735341652,-0.024935915973821433,-0.04178526487913814,0.0436932071757481,2.7991663370273683,10,0.19667150864644944,44.47670255007357
2025-01-01 09:00:12,A001,76.21912243636987,0.004349728429884112,0.0319402096561894,9.76224340718143,-0.03085275196322518,-0.037170499078976765,0.051849881154972,2.729410326532074,10,0.20438623459303132,43.50338922771369
2025-01-01 09:00:13,A003,76.86066471415691,-0.011881436592651557,-0.005130785598841025,9.771299845419874,-0.017645193448848843,-0.02326994838799866,0.07058000727907895,2.8349297961265023,10,0.20108863779931452,46.919098995626584
2025-01-01 09:00:14,A002,77.7069351595925,-0.010806602382175219,-0.031159922678090545,9.775141397929755,-0.004137477797432608,0.001625945747915132,0.05258903643091381,3.025855070117592,10,0.20669561098952013,46.465419991983715
2025-01-01 09:00:15,A001,77.57472166959512,-0.013810445421483833,-0.03305910879964864,9.788248829851526,0.005972059882474085,0.0006857101007020463,0.09876209262284989,3.0255353041471515,10,0.20643297318582662,47.79283528433446
2025-01-01 09:00:16,A002,74.02612901375313,-0.027719113222784263,-0.043904213984595215,9.7770284255613,0.029506467723045535,-0.024856002412471278,0.07921934953921751,3.1033004136166507,10,0.20049097666066926,45.085750127992114
2025-01-01 09:00:17,A002,75.03466729018626,-0.026943676577468084,-0.058165906514576364,9.797799201444091,0.038867708773537714,0.002586267285894191,0.034232734914976595,3.1703324262683825,11,0.2050420818468768,43.559614514850836
2025-01-01 09:00:18,A002,73.66854962917475,-0.0016714819308624085,-0.04115995476406129,9.803071362001539,0.0016834365114890032,-0.003537867607489097,0.01593172378593758,3.3357285257738134,11,0.19238519451101882,45.113042510446974
2025-01-01 09:00:19,A002,74.28079763222526,0.023585132708074698,-0.006869494550490626,9.819853828104248,-0.005263280877689238,0.012024047654509257,0.03216557904230384,3.4019990366384985,11,0.19180325254792635,43.919465086246696
2025-01-01 09:00:20,A001,76.12035269206632,0.03588244899968241,0.011659406776251014,9.841042844403766,0.033863214986184324,0.02672650275510596,0.03166588686495536,3.25244962484884,11,0.1931939577006367,45.53847718667369
2025-01-01 09:00:21,A001,78.58483549945258,0.02579887231813825,0.0319012151883115,9.861691618278119,0.03378610048484054,0.022111498115696467,0.008945324268079115,3.1679917081524542,12,0.1807379160886182,46.456376342866534
